yORF	gene_name	GFP_tagged	GFP_visualized	TAP_visualized	abundance	error	localization_summary	ambiguous	mitochondrion	vacuole	spindle_pole	cell_periphery	punctate_composite	vacuolar_membrane	ER	nuclear_periphery	endosome	bud_neck	microtubule	Golgi	late_Golgi	peroxisome	actin	nucleolus	cytoplasm	ER_to_Golgi	early_Golgi	lipid_particle	nucleus	bud
YBR039W	ATP3	tagged	visualized	TAP visualized	28100	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR041W	FAT1	tagged	visualized	TAP visualized	16900	NA	lipid particle	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F
YBR042C		tagged	visualized	TAP visualized	2010	NA	lipid particle	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F
YBR043C	AQR2	tagged	visualized	TAP visualized	279	NA	cell periphery	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR046C	ZTA1	tagged	visualized	not TAP visualized	not visualized	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR047W		tagged	visualized	TAP visualized	2160	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR048W	RPS11B	tagged	visualized	TAP visualized	1200	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR049C	REB1	tagged	visualized	TAP visualized	7510	531	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YBR052C		tagged	visualized	TAP visualized	7060	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR054W	YRO2	tagged	visualized	TAP visualized	1950	NA	"cell periphery,bud"	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T
YBR055C	PRP6	tagged	visualized	TAP visualized	2250	295	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR056W		tagged	visualized	TAP visualized	1960	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR057C	MUM2	tagged	visualized	TAP visualized	3400	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR058C	UBP14	tagged	visualized	TAP visualized	3040	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR058C-A	TSC3	tagged	visualized	not TAP visualized	not visualized	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR059C	AKL1	tagged	visualized	TAP visualized	3000	NA	"bud neck,cytoplasm,cell periphery"	F	F	F	F	T	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F	F	F
YBR060C	ORC2	tagged	visualized	TAP visualized	1700	82.5	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR061C	TRM7	tagged	visualized	TAP visualized	4110	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR065C	ECM2	tagged	visualized	TAP visualized	4260	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YBR066C	NRG2	tagged	visualized	TAP visualized	704	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR067C	TIP1	tagged	visualized	TAP visualized	35600	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR068C	BAP2	tagged	visualized	TAP visualized	8660	NA	"cell periphery,vacuole"	F	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR069C	TAT1	tagged	visualized	TAP visualized	504	NA	"cell periphery,bud"	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T
YBR070C		tagged	visualized	TAP visualized	339	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR071W		tagged	visualized	TAP visualized	1200	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR072W	HSP26	tagged	visualized	TAP visualized	19300	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR073W	RDH54	tagged	visualized	TAP visualized	1270	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YBR077C		tagged	visualized	TAP visualized	3490	NA	vacuolar membrane	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR079C	RPG1	tagged	visualized	TAP visualized	52700	4350	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR080C	SEC18	tagged	visualized	TAP visualized	5920	1230	"Golgi,early Golgi"	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F
YBR081C	SPT7	tagged	visualized	TAP visualized	2360	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YBR082C	UBC4	tagged	visualized	TAP visualized	13500	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR083W	TEC1	tagged	visualized	TAP visualized	530	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR084C-A	RPL19A	tagged	visualized	TAP visualized	97700	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR084W	MIS1	tagged	visualized	TAP visualized	11400	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR085C-A		tagged	visualized	not TAP visualized	not visualized	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR085W	AAC3	tagged	visualized	TAP visualized	1080	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR086C	IST2	tagged	visualized	TAP visualized	technical problem	NA	cell periphery	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR087W	RFC5	tagged	visualized	TAP visualized	5040	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YBR088C	POL30	tagged	visualized	not TAP visualized	not visualized	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YBR089C-A	NHP6B	tagged	visualized	TAP visualized	4590	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YBR090C		tagged	visualized	not TAP visualized	not visualized	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR092C	PHO3	tagged	visualized	TAP visualized	952	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR093C	PHO5	tagged	visualized	TAP visualized	1110	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR094W		tagged	visualized	TAP visualized	1770	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR095C	RXT2	tagged	visualized	TAP visualized	1630	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YBR096W		tagged	visualized	TAP visualized	1950	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR097W	VPS15	tagged	visualized	TAP visualized	279	NA	endosome	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR100W		tagged	visualized	TAP visualized	low signal	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR101C	FES1	tagged	visualized	TAP visualized	13100	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR102C	EXO84	tagged	visualized	not TAP visualized	not visualized	NA	"ambiguous,bud neck,cell periphery,bud"	T	F	F	F	T	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	T
YBR103W	SIF2	tagged	visualized	TAP visualized	1620	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YBR104W	YMC2	tagged	visualized	TAP visualized	1050	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR105C	VID24	tagged	visualized	TAP visualized	6650	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR106W	PHO88	tagged	visualized	TAP visualized	61800	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR107C	IML3	tagged	visualized	TAP visualized	125	NA	"nucleus,spindle pole"	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YBR109C	CMD1	tagged	visualized	not TAP visualized	not visualized	NA	"bud neck,cell periphery,bud"	F	F	F	F	T	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	T
YBR110W	ALG1	tagged	visualized	TAP visualized	1890	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR111C	YSA1	tagged	visualized	TAP visualized	7330	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR112C	CYC8	tagged	visualized	TAP visualized	3890	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YBR114W	RAD16	tagged	visualized	TAP visualized	358	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR115C	LYS2	tagged	visualized	TAP visualized	7430	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR117C	TKL2	tagged	visualized	TAP visualized	149	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR118W	TEF2	tagged	visualized	TAP visualized	450	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR119W	MUD1	tagged	visualized	TAP visualized	2950	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YBR120C	CBP6	tagged	visualized	TAP visualized	2130	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR121C	GRS1	tagged	visualized	TAP visualized	98400	12100	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR122C	MRPL36	tagged	visualized	TAP visualized	low signal	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR123C	TFC1	tagged	visualized	TAP visualized	15800	1080	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YBR125C	PTC4	tagged	visualized	TAP visualized	149	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR126C	TPS1	tagged	visualized	TAP visualized	10900	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR127C	VMA2	tagged	visualized	TAP visualized	131000	NA	vacuolar membrane	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR129C	OPY1	tagged	visualized	TAP visualized	1560	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR130C	SHE3	tagged	visualized	TAP visualized	1010	NA	"ambiguous,cytoplasm,cell periphery,bud"	T	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T
YBR131W	CCZ1	tagged	visualized	TAP visualized	2870	NA	endosome	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR132C	AGP2	tagged	visualized	not TAP visualized	not visualized	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR133C	HSL7	tagged	visualized	TAP visualized	1180	NA	"bud neck,cytoplasm"	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F	F	F
YBR135W	CKS1	tagged	visualized	TAP visualized	8780	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR137W		tagged	visualized	TAP visualized	1200	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR138C	HDR1	tagged	visualized	TAP visualized	195	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR139W		tagged	visualized	TAP visualized	1420	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR140C	IRA1	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR141C		tagged	visualized	TAP visualized	623	NA	nucleolus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F
YBR142W	MAK5	tagged	visualized	TAP visualized	981	NA	"nucleolus,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F
YBR143C	SUP45	tagged	visualized	TAP visualized	13100	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR145W	ADH5	tagged	visualized	TAP visualized	1310	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR149W	ARA1	tagged	visualized	TAP visualized	30200	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR150C	TBS1	tagged	visualized	TAP visualized	573	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR151W	APD1	tagged	visualized	TAP visualized	2000	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR152W	SPP381	tagged	visualized	TAP visualized	2510	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YBR155W	CNS1	tagged	visualized	TAP visualized	672	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR156C	SLI15	tagged	visualized	TAP visualized	319	NA	"nucleus,microtubule"	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	T	F
YBR158W	AMN1	tagged	visualized	TAP visualized	2020	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR159W		tagged	visualized	TAP visualized	41900	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR160W	CDC28	tagged	visualized	TAP visualized	6670	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR161W		tagged	visualized	TAP visualized	195	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR162C	TOS1	tagged	visualized	TAP visualized	12300	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR162W-A	YSY6	tagged	visualized	TAP visualized	846	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR163W	DEM1	tagged	visualized	TAP visualized	1420	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR164C	ARL1	tagged	visualized	TAP visualized	5190	NA	"punctate composite,early Golgi"	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F
YBR166C	TYR1	tagged	visualized	TAP visualized	2180	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR167C	POP7	tagged	visualized	TAP visualized	low signal	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YBR168W		tagged	visualized	TAP visualized	technical problem	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR169C	SSE2	tagged	visualized	TAP visualized	6300	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR170C	NPL4	tagged	visualized	TAP visualized	1050	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR171W	SEC66	tagged	visualized	TAP visualized	7820	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR172C	SMY2	tagged	visualized	TAP visualized	486	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR173C	UMP1	tagged	visualized	TAP visualized	2740	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR175W	SWD3	tagged	visualized	TAP visualized	technical problem	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR176W	ECM31	tagged	visualized	TAP visualized	1420	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR177C	EHT1	tagged	visualized	TAP visualized	2550	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR179C	FZO1	tagged	visualized	TAP visualized	1010	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR181C	RPS6B	tagged	visualized	TAP visualized	38800	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR185C	MBA1	tagged	visualized	TAP visualized	2720	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR187W		tagged	visualized	TAP visualized	2170	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR188C	NTC20	tagged	visualized	TAP visualized	1430	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YBR189W	RPS9B	tagged	visualized	TAP visualized	63300	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR191W	RPL21A	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR193C	MED8	tagged	visualized	TAP visualized	937	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR194W	SOY1	tagged	visualized	TAP visualized	low signal	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YBR195C	MSI1	tagged	visualized	TAP visualized	149	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR196C	PGI1	tagged	visualized	TAP visualized	91600	34200	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR197C		tagged	visualized	TAP visualized	1360	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR198C	TAF5	tagged	visualized	TAP visualized	14800	203	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YBR199W	KTR4	tagged	visualized	TAP visualized	5240	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR200W	BEM1	tagged	visualized	TAP visualized	6490	NA	"ambiguous,bud neck,cell periphery,bud"	T	F	F	F	T	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	T
YBR202W	CDC47	tagged	visualized	TAP visualized	166	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR205W	KTR3	tagged	visualized	TAP visualized	704	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR207W	FTH1	tagged	visualized	TAP visualized	486	NA	vacuolar membrane	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR208C	"DUR1,2"	tagged	visualized	TAP visualized	952	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR211C	AME1	tagged	visualized	TAP visualized	1630	NA	spindle pole	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR212W	NGR1	tagged	visualized	TAP visualized	1540	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR214W	SDS24	tagged	visualized	TAP visualized	2840	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR215W	HPC2	tagged	visualized	TAP visualized	238	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YBR216C	YBP1	tagged	visualized	TAP visualized	3060	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR218C	PYC2	tagged	visualized	TAP visualized	17000	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR221C	PDB1	tagged	visualized	TAP visualized	9970	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR222C	PCS60	tagged	visualized	TAP visualized	8770	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR223C	TDP1	tagged	visualized	TAP visualized	2130	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR225W		tagged	visualized	TAP visualized	623	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR227C	MCX1	tagged	visualized	TAP visualized	10900	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR230C		tagged	visualized	TAP visualized	4750	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR231C	AOR1	tagged	visualized	TAP visualized	1680	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YBR233W	PBP2	tagged	visualized	TAP visualized	1590	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR233W-A	DAD3	tagged	visualized	TAP visualized	468	NA	spindle pole	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR234C	ARC40	tagged	visualized	TAP visualized	technical problem	NA	actin	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F
YBR235W		tagged	visualized	TAP visualized	low signal	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR236C	ABD1	tagged	visualized	not TAP visualized	not visualized	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YBR237W	PRP5	tagged	visualized	TAP visualized	358	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YBR238C		tagged	visualized	TAP visualized	2080	NA	"cytoplasm,mitochondrion"	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YBR239C		tagged	visualized	TAP visualized	85.5	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR241C		tagged	visualized	TAP visualized	technical problem	NA	vacuolar membrane	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR242W		tagged	visualized	TAP visualized	2730	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR244W	GPX2	tagged	visualized	TAP visualized	2010	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR245C	ISW1	tagged	visualized	TAP visualized	1500	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YBR247C	ENP1	tagged	visualized	TAP visualized	21600	2960	"cytoplasm,nucleolus,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	T	F	F	F	T	F
YBR248C	HIS7	tagged	visualized	TAP visualized	11800	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR249C	ARO4	tagged	visualized	TAP visualized	26300	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YBR251W	MRPS5	tagged	visualized	TAP visualized	6680	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YBR252W	DUT1	tagged	visualized	TAP visualized	4340	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
