Gene	Ensembl.Gene.ID	Essential	Transcript.length	Strand	GC.content	Enzyme	SEG.low.complexity	Transmembrane.domain	Signal.peptide	Coiled.coil	Nucleus	Mitochondria	ER	Cytoplasm	Ribosome
KRI1	YNL308C	1	1776	-1	39.53	0	1	0	0	1	1	0	0	1	0
KRR1	YCL059C	1	951	-1	38.38	0	1	0	0	1	1	0	0	1	1
KRS1	YDR037W	1	1776	1	40.65	1	1	0	0	1	0	0	0	1	0
LAS1	YKR063C	1	1509	-1	37.51	0	1	0	0	1	1	1	0	1	1
LAS17	YOR181W	1	1902	1	47.27	0	1	0	0	0	0	0	0	1	0
LCB1	YMR296C	1	1677	-1	47.05	1	1	0	0	0	0	0	1	1	0
LCB2	YDR062W	1	1686	1	39.74	1	1	0	0	0	0	0	1	1	0
LCD1	YDR499W	1	2244	1	35.47	0	1	0	0	1	1	0	0	1	0
LCP5	YER127W	1	1074	1	42.09	0	1	0	0	1	1	0	0	0	0
LIP1	YMR298W	1	453	1	40.62	0	0	1	0	0	1	0	1	0	0
LSG1	YGL099W	1	1923	1	38.9	1	1	0	0	0	0	0	0	1	0
LSM2	YBL026W	1	288	1	34.13	0	0	0	0	0	1	0	0	1	0
LSM3	YLR438C-A	1	270	-1	49.26	0	0	0	0	0	1	0	0	1	0
LSM4	YER112W	1	564	1	34.75	0	1	0	0	0	1	0	0	1	0
LSM5	YER146W	1	282	1	47.52	0	0	0	0	0	1	0	0	0	0
LSM8	YJR022W	1	330	1	38.48	0	0	0	0	0	1	0	0	1	0
LST8	YNL006W	1	912	1	42.54	0	0	0	0	0	0	0	0	1	0
LTO1	YNL260C	1	597	-1	33	0	0	0	0	0	1	0	0	1	0
LUC7	YDL087C	1	786	-1	46.44	0	0	0	0	1	1	0	0	0	0
MAK11	YKL021C	1	1407	-1	37.03	0	1	0	1	0	1	0	0	0	0
MAK16	YAL025C	1	921	-1	42.24	0	1	0	0	0	1	0	0	0	1
MAK21	YDR060W	1	3078	1	37.3	0	1	0	0	1	1	0	0	0	0
MAK5	YBR142W	1	2322	1	37.08	1	1	0	0	0	1	0	0	0	0
MAS1	YLR163C	1	1389	-1	39.6	1	1	0	0	0	0	1	0	0	0
MAS2	YHR024C	1	1449	-1	42.65	1	1	0	0	1	0	1	0	0	0
MCD1	YDL003W	1	1701	1	38.33	0	1	0	0	0	1	1	0	1	0
MCD4	YKL165C	1	2760	-1	36.09	1	1	1	0	0	0	0	1	0	0
MCM1	YMR043W	1	861	1	46.57	0	1	0	0	0	1	0	0	0	0
MCM10	YIL150C	1	1716	-1	39.86	0	1	0	0	1	1	0	0	1	0
MCM2	YBL023C	1	2607	-1	40.01	1	1	0	0	1	1	0	0	1	0
MCM3	YEL032W	1	2916	1	44.03	1	1	0	0	0	1	0	0	1	0
MCM4	YPR019W	1	2802	1	39.97	1	1	0	0	0	1	0	0	1	0
MCM5	YLR274W	1	2328	1	37.24	1	1	0	0	0	1	0	0	1	0
MCM6	YGL201C	1	3054	-1	40.05	1	1	0	0	1	1	0	0	1	0
MCM7	YBR202W	1	2538	1	41.06	1	1	0	0	0	1	0	0	1	0
MDN1	YLR106C	1	14733	-1	37.7	0	1	0	0	1	1	1	0	1	0
MEC1	YBR136W	1	7107	1	36.37	1	1	0	0	0	1	1	0	0	0
MED11	YMR112C	1	396	-1	39.65	0	0	0	0	1	1	0	0	0	0
MED4	YOR174W	1	855	1	40.58	0	1	0	0	0	1	0	0	0	0
MED6	YHR058C	1	888	-1	42.79	0	1	0	0	0	1	0	0	1	0
MED7	YOL135C	1	669	-1	44.99	0	1	0	0	1	1	0	0	0	0
MED8	YBR193C	1	672	-1	42.11	0	1	0	0	1	1	0	0	0	0
MES1	YGR264C	1	2256	-1	37.01	1	0	0	0	0	0	0	0	1	0
MET30	YIL046W	1	1923	1	47.48	0	1	0	0	0	1	0	0	1	0
MET4	YNL103W	1	2019	1	40.96	0	1	0	0	1	1	0	0	0	0
MEX67	YPL169C	1	1800	-1	40.28	0	1	0	0	0	1	0	0	1	0
MGE1	YOR232W	1	687	1	38.14	0	1	0	0	1	0	1	0	1	0
MIA40	YKL195W	1	1212	1	41.25	0	1	1	0	1	0	1	0	0	0
MIF2	YKL089W	1	1650	1	38.73	0	1	0	0	1	1	0	0	0	0
MIM1	YOL026C	1	342	-1	50.58	0	1	0	0	0	0	1	0	0	0
MMF1	YIL051C	1	438	-1	41.55	0	0	0	0	0	0	1	0	0	0
MMS21	YEL019C	1	804	-1	39.55	1	0	0	0	0	1	0	0	1	0
MNP1	YGL068W	1	585	1	42.91	0	1	0	0	0	0	1	0	0	1
MOB1	YIL106W	1	945	1	40.58	0	1	0	0	0	1	0	0	1	0
MOB2	YFL034C-B	1	864	-1	40.18	0	1	0	0	0	1	0	0	1	0
MOT1	YPL082C	1	5604	-1	38.94	1	1	0	0	0	1	1	0	0	0
MPE1	YKL059C	1	1326	-1	42.61	0	1	0	0	0	1	0	0	0	0
MPP10	YJR002W	1	1782	1	39.45	0	1	0	0	1	1	0	0	0	1
MPS1	YDL028C	1	2295	-1	36.95	1	1	0	0	0	1	0	0	0	0
MPS2	YGL075C	1	1164	-1	38.4	0	0	0	0	1	1	0	0	1	0
MPS3	YJL019W	1	2049	1	39.78	0	1	1	0	1	1	0	0	1	0
MRD1	YPR112C	1	2664	-1	39.19	0	1	0	0	1	1	0	0	0	1
MRPS18	YNL306W	1	654	1	40.98	0	0	0	0	0	0	1	0	0	1
MRS6	YOR370C	1	1812	-1	39.9	0	1	0	0	0	1	0	0	1	0
MSL5	YLR116W	1	1431	1	42.91	0	1	0	0	0	1	0	0	0	0
MSS4	YDR208W	1	2340	1	38.46	1	1	0	0	0	1	0	0	1	0
MTR10	YOR160W	1	2919	1	36.66	0	1	0	0	0	1	0	0	1	0
MTR2	YKL186C	1	555	-1	42.34	0	0	0	0	0	1	0	0	0	0
MTR3	YGR158C	1	753	-1	40.64	0	1	0	0	0	1	0	0	1	0
MTR4	YJL050W	1	3222	1	39.04	1	1	0	0	1	1	0	0	0	0
MTW1	YAL034W-A	1	870	1	38.51	0	1	0	0	1	1	0	0	0	0
MVD1	YNR043W	1	1191	1	43.24	1	1	0	0	1	0	0	0	1	0
MYO1	YHR023W	1	5787	1	35.04	0	1	0	0	1	0	0	0	0	0
MYO2	YOR326W	1	4725	1	37.48	0	1	0	0	1	0	0	0	1	0
NAB2	YGL122C	1	1578	-1	43.66	0	1	0	0	1	1	0	0	1	0
NAB3	YPL190C	1	2409	-1	41.3	0	1	0	0	1	1	0	0	0	0
NAF1	YNL124W	1	1479	1	45.44	0	1	0	0	0	1	0	0	0	0
NAM9	YNL137C	1	1461	-1	38.26	0	0	0	0	0	0	1	0	0	1
NAN1	YPL126W	1	2691	1	37.12	0	1	0	0	0	1	0	0	0	1
NAR1	YNL240C	1	1476	-1	51.49	0	1	0	0	0	1	0	0	1	0
NAT2	YGR147C	1	867	-1	43.37	1	1	1	0	0	0	1	0	1	0
NBP1	YLR457C	1	960	-1	38.44	0	1	0	0	1	1	0	0	0	0
NBP35	YGL091C	1	987	-1	42.76	0	0	0	0	0	1	0	0	1	0
NCB2	YDR397C	1	441	-1	42.21	0	1	0	0	0	1	0	0	0	0
NCP1	YHR042W	1	2076	1	46.44	1	1	0	0	0	0	1	1	0	0
NDC1	YML031W	1	1968	1	41.97	0	1	1	0	0	1	0	0	1	0
NDC80	YIL144W	1	2076	1	33.53	0	1	0	0	1	0	0	0	0	0
NDD1	YOR372C	1	1665	-1	38.8	0	1	0	0	0	1	0	0	1	0
NEO1	YIL048W	1	3456	1	36.69	1	1	1	0	0	0	0	0	0	0
NET1	YJL076W	1	3570	1	41.4	0	1	0	0	1	1	0	0	0	0
NFS1	YCL017C	1	1494	-1	43.17	1	1	0	0	0	1	1	0	0	0
NHP2	YDL208W	1	471	1	41.61	0	1	0	0	0	1	0	0	0	0
NIC96	YFR002W	1	2520	1	36.07	0	1	0	0	1	1	0	0	0	0
NIP1	YMR309C	1	2439	-1	35.67	0	1	0	0	1	0	0	0	1	0
NIP7	YPL211W	1	546	1	37.73	0	0	0	0	0	1	0	0	1	1
NMD3	YHR170W	1	1557	1	39.5	0	1	0	0	1	1	0	0	1	0
NMT1	YLR195C	1	1368	-1	38.01	1	1	0	0	0	0	0	0	1	0
NNF1	YJR112W	1	606	1	45.71	0	0	0	0	1	1	0	0	0	0
NOB1	YOR056C	1	1380	-1	42.1	1	1	0	0	1	1	0	1	1	1
NOC2	YOR206W	1	2133	1	36.15	0	1	0	0	1	1	1	0	0	0
NOC3	YLR002C	1	1992	-1	37.75	0	1	0	0	1	1	0	0	0	0
NOC4	YPR144C	1	1659	-1	38.4	0	1	0	0	0	1	0	0	0	1
NOG1	YPL093W	1	1944	1	40.59	0	1	0	0	1	1	0	0	0	1
NOG2	YNR053C	1	1461	-1	39.04	0	1	0	0	1	1	0	0	0	1
NOP1	YDL014W	1	984	1	47.46	1	1	0	0	0	1	0	0	0	1
NOP14	YDL148C	1	2433	-1	36.37	0	1	0	0	1	1	1	0	0	1
NOP15	YNL110C	1	663	-1	36.2	0	1	0	0	0	1	0	0	1	1
NOP19	YGR251W	1	591	1	40.27	0	1	0	0	0	1	0	0	0	1
NOP2	YNL061W	1	1857	1	40.01	1	1	0	0	1	1	0	0	0	1
NOP4	YPL043W	1	2058	1	39.65	0	1	0	0	1	1	0	0	0	0
NOP53	YPL146C	1	1368	-1	34.06	0	1	0	0	1	1	0	0	0	0
NOP56	YLR197W	1	1515	1	36.44	0	1	0	0	1	1	0	0	0	1
NOP58	YOR310C	1	1536	-1	38.28	0	1	0	0	1	1	0	0	0	1
NOP7	YGR103W	1	1818	1	36.8	0	1	0	0	1	1	0	0	0	1
NOP8	YOL144W	1	1455	1	37.66	0	1	0	0	1	1	0	0	0	0
NOP9	YJL010C	1	2001	-1	36.63	0	0	0	0	0	1	0	0	0	1
NPA3	YJR072C	1	1158	-1	44.56	1	1	0	0	1	0	0	0	1	0
NRD1	YNL251C	1	1728	-1	42.65	0	1	0	0	0	1	0	0	0	0
NSA1	YGL111W	1	1392	1	39.22	0	1	0	0	0	1	0	0	0	1
NSA2	YER126C	1	786	-1	40.08	0	1	0	0	1	1	0	0	1	1
NSE1	YLR007W	1	1011	1	41.44	0	0	0	0	0	1	0	0	0	0
NSE3	YDR288W	1	912	1	36.29	0	1	0	0	0	1	0	0	1	0
NSE4	YDL105W	1	1209	1	37.22	0	1	0	0	0	1	0	0	0	0
NSE5	YML023C	1	1671	-1	37.82	0	1	0	0	0	1	0	0	0	0
NSL1	YPL233W	1	651	1	43.93	0	1	0	0	0	1	0	0	0	0
NSP1	YJL041W	1	2472	1	41.39	0	1	0	0	1	1	0	0	0	0
NTF2	YER009W	1	378	1	38.89	0	0	0	0	0	1	0	0	1	0
NTR2	YKR022C	1	969	-1	37.98	0	1	0	0	1	1	0	1	1	0
NUD1	YOR373W	1	2556	1	41.78	0	1	0	0	0	1	0	0	1	0
NUF2	YOL069W	1	1356	1	35.99	0	1	0	0	1	1	0	0	0	0
NUG1	YER006W	1	1563	1	39.67	0	1	0	0	1	1	0	0	0	1
NUP1	YOR098C	1	3231	-1	41.94	0	1	0	0	0	1	0	0	0	0
NUP116	YMR047C	1	3342	-1	42.43	0	1	0	0	0	1	0	0	1	0
NUP145	YGL092W	1	3954	1	38.11	1	1	0	0	0	1	0	0	0	0
NUP159	YIL115C	1	4383	-1	39.43	0	1	0	0	1	1	0	0	0	0
NUP192	YJL039C	1	5052	-1	35.97	0	1	0	0	1	1	0	0	0	0
NUP49	YGL172W	1	1419	1	43.13	0	1	0	0	0	1	0	0	0	0
NUP57	YGR119C	1	1626	-1	42	0	1	0	0	0	1	0	0	0	0
NUP82	YJL061W	1	2142	1	35.43	0	1	0	0	1	1	0	0	0	0
NUP85	YJR042W	1	2235	1	37.72	0	1	0	0	0	1	0	0	0	0
NUS1	YDL193W	1	1128	1	38.65	1	1	1	0	0	1	0	1	0	0
NUT2	YPR168W	1	474	1	40.72	0	0	0	0	1	1	0	0	1	0
OKP1	YGR179C	1	1221	-1	37.59	0	1	0	0	1	1	0	0	0	0
OLE1	YGL055W	1	1533	1	41.1	1	1	1	0	1	0	0	1	0	0
ORC1	YML065W	1	2745	1	37.12	0	1	0	0	1	1	0	0	0	0
ORC2	YBR060C	1	1863	-1	38.59	0	0	0	0	0	1	0	0	1	0
ORC3	YLL004W	1	1851	1	35.44	0	1	0	0	0	1	0	0	0	0
ORC4	YPR162C	1	1590	-1	37.3	0	0	0	0	0	1	0	0	0	0
ORC5	YNL261W	1	1440	1	36.04	0	0	0	0	0	1	0	0	0	0
ORC6	YHR118C	1	1308	-1	37.77	0	1	0	0	0	1	0	0	1	0
OST1	YJL002C	1	1431	-1	39.13	1	0	1	1	0	0	0	1	0	0
OST2	YOR103C	1	393	-1	34.35	1	0	1	0	0	0	0	0	0	0
PAB1	YER165W	1	1734	1	41.7	0	1	0	0	1	0	0	0	1	0
PAM16	YJL104W	1	450	1	40.67	0	1	0	0	0	0	1	0	0	0
PAM18	YLR008C	1	507	-1	38.46	0	1	0	0	0	0	0	0	0	0
PAN1	YIR006C	1	4443	-1	42.72	0	1	0	0	1	0	0	0	0	0
PAP1	YKR002W	1	1707	1	39.02	1	0	0	0	0	1	0	0	0	0
PBN1	YCL052C	1	1251	-1	38.53	0	0	1	0	0	0	0	1	0	0
PCF11	YDR228C	1	1881	-1	36.74	0	1	0	0	1	1	0	0	0	0
PCM1	YEL058W	1	1674	1	45.94	1	0	0	0	0	1	0	0	1	0
PDC2	YDR081C	1	2778	-1	36.65	0	1	0	0	0	1	0	0	0	0
PDI1	YCL043C	1	1569	-1	47.29	1	1	0	1	1	0	0	1	0	0
PDS1	YDR113C	1	1122	-1	40.46	0	1	0	0	0	1	0	0	1	0
PDS5	YMR076C	1	3834	-1	35	0	1	0	0	1	1	0	0	0	0
PET9	YBL030C	1	957	-1	42.95	0	1	1	0	0	0	0	0	0	0
PFS2	YNL317W	1	1398	1	40.92	0	1	0	0	0	1	0	0	0	0
PFY1	YOR122C	1	381	-1	39.83	0	0	0	0	0	1	0	0	1	0
PGA1	YNL158W	1	597	1	40.87	0	0	1	1	0	0	0	0	0	0
PGA2	YNL149C	1	390	-1	41.79	0	1	1	0	1	0	0	1	0	0
PGA3	YML125C	1	939	-1	43.77	1	0	1	0	0	0	0	1	0	0
PGI1	YBR196C	1	1665	-1	43.3	1	1	0	0	0	0	0	0	1	0
PGK1	YCR012W	1	1251	1	46.04	1	1	0	0	0	1	0	0	1	0
PGS1	YCL004W	1	1566	1	38.31	1	0	0	0	0	0	0	0	0	0
PHS1	YJL097W	1	654	1	38.38	1	0	1	0	0	0	0	1	0	0
PIK1	YNL267W	1	3201	1	38.21	1	1	0	0	0	0	0	0	1	0
PIS1	YPR113W	1	663	1	43.59	1	1	1	0	0	0	0	1	0	0
PKC1	YBL105C	1	3456	-1	38.86	1	1	0	0	1	0	0	0	1	0
PLP2	YOR281C	1	861	-1	38.56	0	1	0	0	0	0	0	0	1	0
PMA1	YGL008C	1	2757	-1	42.4	1	1	1	0	0	0	0	0	0	0
PMI40	YER003C	1	1290	-1	39.91	1	0	0	0	0	1	0	0	1	0
POB3	YML069W	1	1659	1	38.58	0	1	0	0	0	1	0	0	0	0
POL1	YNL102W	1	4407	1	37.62	1	1	0	0	0	1	0	0	0	0
POL12	YBL035C	1	2118	-1	39.42	0	1	0	0	0	1	0	0	0	0
POL2	YNL262W	1	6669	1	37.41	1	1	0	0	1	1	0	0	1	0
POL3	YDL102W	1	3294	1	37.92	1	1	0	0	0	1	0	0	0	0
POL30	YBR088C	1	777	-1	38.35	0	0	0	0	0	1	0	0	0	0
POL31	YJR006W	1	1464	1	39.21	1	1	0	0	0	1	0	0	0	0
POL5	YEL055C	1	3069	-1	36.62	1	1	0	0	1	1	0	0	0	0
POP1	YNL221C	1	2628	-1	39.99	1	1	0	0	0	1	0	0	1	0
POP3	YNL282W	1	588	1	45.92	0	1	0	0	0	1	0	0	0	0
POP4	YBR257W	1	840	1	34.64	0	1	0	0	0	0	0	0	0	0
POP5	YAL033W	1	522	1	41.57	1	0	0	0	0	1	0	0	1	0
POP6	YGR030C	1	477	-1	31.66	1	1	0	0	0	1	0	0	0	0
POP7	YBR167C	1	423	-1	36.17	1	1	0	0	0	1	0	0	0	0
POP8	YBL018C	1	402	-1	35.43	1	1	0	0	0	1	0	0	0	0
PRE1	YER012W	1	597	1	39.03	1	0	0	0	0	0	0	0	0	0
PRE10	YOR362C	1	867	-1	44.29	1	1	0	0	0	1	0	0	1	0
PRE2	YPR103W	1	864	1	42.25	1	0	0	0	0	1	0	0	1	0
PRE3	YJL001W	1	648	1	38.87	1	0	0	0	0	1	0	0	0	0
PRE4	YFR050C	1	801	-1	41.57	1	0	0	0	0	1	0	0	1	0
PRE5	YMR314W	1	705	1	43.97	1	0	0	0	0	1	0	0	1	0
PRE6	YOL038W	1	765	1	45.75	1	1	0	0	1	1	0	0	1	0
PRE7	YBL041W	1	726	1	41.46	1	0	0	0	0	0	0	0	0	0
PRE8	YML092C	1	753	-1	42.23	1	0	0	0	0	1	0	0	0	0
PRI1	YIR008C	1	1230	-1	39.43	1	1	0	0	0	0	0	0	0	0
PRI2	YKL045W	1	1587	1	38.82	1	1	0	0	0	0	0	0	0	0
PRO3	YER023W	1	861	1	45.41	1	1	0	0	0	0	0	0	1	0
PRP11	YDL043C	1	801	-1	37.08	0	1	0	0	0	1	0	0	0	0
PRP16	YKR086W	1	3216	1	38.31	1	1	0	0	0	1	0	0	1	0
PRP19	YLL036C	1	1512	-1	40.67	0	1	0	0	0	1	0	0	0	0
PRP2	YNR011C	1	2631	-1	38.5	1	1	0	0	0	1	0	0	1	0
PRP21	YJL203W	1	843	1	38.32	0	1	0	0	0	1	0	0	0	0
PRP22	YER013W	1	3438	1	37.99	1	1	0	0	1	1	0	0	1	0
PRP24	YMR268C	1	1335	-1	36.78	0	0	0	0	0	1	0	0	1	0
PRP28	YDR243C	1	1767	-1	37.97	1	0	0	0	0	1	0	0	1	0
PRP3	YDR473C	1	1410	-1	36.74	0	1	0	0	1	1	0	0	0	0
PRP31	YGR091W	1	1485	1	38.45	0	1	0	0	0	1	0	0	1	0
PRP38	YGR075C	1	729	-1	34.71	0	1	0	0	0	1	0	0	0	0
PRP39	YML046W	1	1890	1	34.13	0	0	0	0	0	1	0	0	0	0
PRP4	YPR178W	1	1398	1	40.92	0	1	0	0	1	1	0	0	1	0
PRP40	YKL012W	1	1752	1	38.47	0	1	0	0	1	1	0	0	0	0
PRP42	YDR235W	1	1635	1	33.27	0	1	0	0	0	1	0	0	0	0
PRP43	YGL120C	1	2304	-1	41.02	1	1	0	0	1	0	0	0	0	0
PRP45	YAL032C	1	1140	-1	45.26	0	0	0	0	1	1	0	0	0	0
PRP46	YPL151C	1	1356	-1	41.89	0	1	0	0	0	1	0	0	1	0
PRP5	YBR237W	1	2550	1	38.12	1	1	0	0	1	1	0	0	0	0
PRP6	YBR055C	1	2700	-1	37.3	0	1	0	0	1	1	0	0	1	0
PRP9	YDL030W	1	1593	1	37.79	0	1	0	0	1	1	0	0	0	0
PRT1	YOR361C	1	2292	-1	38.92	0	1	0	0	0	0	0	0	1	0
PSA1	YDL055C	1	1086	-1	41.62	1	0	0	0	0	0	0	0	1	0
PSE1	YMR308C	1	3270	-1	38.56	0	1	0	0	0	1	0	0	1	0
PSF1	YDR013W	1	627	1	35.09	0	0	0	0	1	0	0	0	0	0
PSF2	YJL072C	1	642	-1	38.01	0	0	0	0	0	0	0	0	0	0
PSF3	YOL146W	1	585	1	38.97	0	1	0	0	0	0	0	0	0	0
PTA1	YAL043C	1	2358	-1	46.01	0	1	0	0	0	1	0	0	0	0
PTI1	YGR156W	1	1278	1	40.38	0	1	0	0	0	1	0	0	0	0
PTR3	YFR029W	1	2037	1	44.38	0	1	0	0	0	0	0	0	0	0
PUP1	YOR157C	1	786	-1	43.51	1	0	0	0	0	1	0	0	1	0
PUP2	YGR253C	1	783	-1	40.61	1	1	0	0	0	1	0	0	1	0
PUP3	YER094C	1	618	-1	46.6	1	0	0	0	0	0	0	0	0	0
PWP1	YLR196W	1	1731	1	40.38	0	1	0	0	1	1	0	0	1	0
PWP2	YCR057C	1	2772	-1	41.34	0	1	0	0	0	0	0	0	0	0
PXR1	YGR280C	1	816	-1	41.91	0	1	0	0	1	0	0	0	0	0
PZF1	YPR186C	1	1290	-1	37.21	0	1	0	0	1	1	0	0	1	0
QNS1	YHR074W	1	2145	1	40.75	1	1	0	0	0	1	0	0	1	0
QRI1	YDL103C	1	1434	-1	40.24	1	0	0	0	0	1	0	0	1	0
RAD3	YER171W	1	2337	1	37.1	1	1	0	0	0	1	0	0	1	0
RAD53	YPL153C	1	2466	-1	39.25	1	1	0	0	1	1	0	0	0	0
RAM2	YKL019W	1	951	1	45.43	1	0	0	0	0	0	0	0	0	0
RAP1	YNL216W	1	2484	1	41.51	0	1	0	0	0	1	0	0	0	0
RAT1	YOR048C	1	3021	-1	39.82	1	1	0	0	1	1	0	0	0	0
RBA50	YDR527W	1	1320	1	39.39	0	1	0	0	0	0	0	0	1	0
RCL1	YOL010W	1	1104	1	40.22	0	0	0	0	0	1	0	0	0	0
RDS3	YPR094W	1	324	1	38.58	0	0	0	0	0	0	0	0	0	0
REB1	YBR049C	1	2433	-1	38.72	0	1	0	0	1	1	0	0	0	0
RER2	YBR002C	1	861	-1	42.16	1	1	0	0	0	0	0	1	0	0
RET1	YOR207C	1	3450	-1	37.19	1	1	0	0	0	1	0	0	0	0
RET2	YFR051C	1	1641	-1	45.46	0	1	0	0	1	0	0	0	0	0
RET3	YPL010W	1	570	1	37.02	0	0	0	0	0	0	0	0	0	0
RFA1	YAR007C	1	1866	-1	39.5	0	1	0	0	0	1	0	0	0	0
RFA2	YNL312W	1	822	1	40.43	0	0	0	0	0	1	0	0	0	0
RFA3	YJL173C	1	369	-1	39.84	0	0	0	0	0	1	0	0	0	0
RFC1	YOR217W	1	2586	1	39.56	0	1	0	0	1	1	0	0	0	0
RFC2	YJR068W	1	1062	1	38.79	0	0	0	0	0	1	0	0	0	0
RFC3	YNL290W	1	1023	1	45.06	0	0	0	0	0	1	0	0	0	0
RFC4	YOL094C	1	972	-1	39.51	0	0	0	0	0	1	0	0	0	0
RFC5	YBR087W	1	1065	1	37.09	0	0	0	0	0	1	0	0	0	0
RFT1	YBL020W	1	1725	1	38.26	0	1	1	0	0	0	0	0	0	0
RGR1	YLR071C	1	3249	-1	36.66	0	1	0	0	0	1	0	0	0	0
RHO1	YPR165W	1	630	1	41.11	0	1	0	0	0	0	0	0	0	0
RHO3	YIL118W	1	696	1	40.09	0	1	0	0	0	0	0	0	0	0
RIA1	YNL163C	1	3333	-1	39.57	1	1	0	0	0	0	0	0	1	0
RIB2	YOL066C	1	1776	-1	43.81	1	1	0	0	0	0	0	0	1	0
RIB3	YDR487C	1	627	-1	44.34	1	0	0	0	0	1	0	0	1	0
RIB5	YBR256C	1	717	-1	38.49	1	0	0	0	0	0	0	0	0	0
RIB7	YBR153W	1	735	1	41.09	1	0	0	0	0	0	0	0	0	0
RIM2	YBR192W	1	1134	1	38.8	0	1	0	0	0	0	0	0	0	0
RIO1	YOR119C	1	1455	-1	36.63	1	1	0	0	0	0	0	0	0	0
RIO2	YNL207W	1	1278	1	38.81	1	1	0	0	0	0	0	0	1	0
RIX1	YHR197W	1	2292	1	36.04	0	1	0	0	0	1	0	0	0	0
RIX7	YLL034C	1	2514	-1	39.02	0	1	0	0	1	1	0	0	0	0
RKI1	YOR095C	1	777	-1	38.61	1	0	0	0	0	1	0	0	1	0
RLI1	YDR091C	1	1827	-1	37.38	0	0	0	0	0	0	0	0	1	0
RLP24	YLR009W	1	600	1	38.5	0	1	0	0	1	0	0	0	0	0
RLP7	YNL002C	1	969	-1	35.81	0	1	0	0	1	0	0	0	0	1
RMP1	YLR145W	1	606	1	37.95	0	1	1	0	0	1	0	0	1	0
RNA1	YMR235C	1	1224	-1	39.22	0	1	0	0	1	0	0	0	1	0
RNA14	YMR061W	1	2034	1	35.3	0	1	0	0	0	1	0	0	0	0
RNA15	YGL044C	1	891	-1	41.3	0	1	0	0	0	0	0	0	0	0
RNR2	YJL026W	1	1200	1	42.67	1	1	0	0	1	1	0	0	1	0
RNT1	YMR239C	1	1416	-1	35.81	1	1	0	0	1	1	0	0	0	0
ROK1	YGL171W	1	1695	1	36.81	1	1	0	0	0	0	0	0	0	0
ROT1	YMR200W	1	771	1	40.21	0	1	1	1	0	0	0	1	0	0
RPA135	YPR010C	1	3612	-1	39.84	1	0	0	0	0	1	0	0	0	0
RPA190	YOR341W	1	4995	1	38.12	1	1	0	0	1	0	0	0	0	0
RPA43	YOR340C	1	981	-1	38.53	0	1	0	0	0	0	0	0	0	0
RPB10	YOR210W	1	213	1	36.15	0	0	0	0	0	1	0	0	0	0
RPB11	YOL005C	1	363	-1	49.86	0	0	0	0	0	1	0	0	0	0
RPB2	YOR151C	1	3675	-1	38.48	1	1	0	0	0	1	0	0	1	0
RPB3	YIL021W	1	957	1	40.96	0	0	0	0	0	1	0	0	0	0
RPB5	YBR154C	1	648	-1	37.35	0	0	0	0	0	1	0	0	0	0
RPB7	YDR404C	1	516	-1	38.76	0	0	0	0	0	1	0	0	0	0
RPB8	YOR224C	1	441	-1	42.4	0	0	0	0	0	1	0	0	0	0
RPC10	YHR143W-A	1	213	1	41.78	0	1	0	0	0	0	0	0	1	0
RPC11	YDR045C	1	333	-1	39.04	0	0	0	0	0	0	0	0	0	0
RPC17	YJL011C	1	486	-1	38.68	0	1	0	0	0	1	0	0	0	0
RPC19	YNL113W	1	429	1	40.33	0	1	0	0	0	0	0	0	0	0
RPC25	YKL144C	1	639	-1	38.65	0	0	0	0	1	0	0	0	0	0
RPC31	YNL151C	1	756	-1	38.76	0	1	0	0	0	0	0	0	0	0
RPC34	YNR003C	1	954	-1	40.04	0	0	0	0	0	0	0	0	0	0
RPC37	YKR025W	1	849	1	42.99	0	1	0	0	0	1	0	0	0	0
RPC40	YPR110C	1	1008	-1	39.19	0	0	0	0	0	1	0	0	0	0
RPC53	YDL150W	1	1269	1	42.71	0	1	0	0	1	1	0	0	0	0
RPC82	YPR190C	1	1965	-1	38.88	0	1	0	0	1	1	0	0	1	0
RPF1	YHR088W	1	888	1	36.71	0	0	0	0	1	0	0	0	0	0
RPF2	YKR081C	1	1035	-1	38.07	0	1	0	0	0	1	0	0	0	0
RPG1	YBR079C	1	2895	-1	40.45	0	1	0	0	1	0	0	0	1	0
RPL10	YLR075W	1	666	1	44.14	0	1	0	0	0	0	0	0	1	1
RPL15A	YLR029C	1	615	-1	43.25	0	1	0	0	0	0	0	0	0	1
RPL17A	YKL180W	1	555	1	38.1	0	1	0	0	0	0	0	0	1	1
RPL18A	YOL120C	1	561	-1	38.29	0	1	0	0	0	0	0	0	0	1
RPL25	YOL127W	1	429	1	38.32	0	1	0	0	0	0	0	0	0	1
RPL28	YGL103W	1	450	1	38.92	0	0	0	0	0	0	0	0	0	1
RPL3	YOR063W	1	1164	1	45.02	0	1	0	0	0	0	0	0	1	1
RPL30	YGL030W	1	318	1	37.41	0	0	0	0	0	0	0	0	0	0
RPL32	YBL092W	1	393	1	44.27	0	0	0	0	0	0	0	0	0	1
RPL33A	YPL143W	1	324	1	36.16	0	0	0	0	0	0	0	0	0	1
RPL42A	YNL162W	1	321	1	37.58	0	0	0	0	0	0	0	0	1	1
RPL5	YPL131W	1	894	1	44.41	0	1	0	0	0	0	0	0	1	1
RPM2	YML091C	1	3609	-1	33.8	1	1	0	0	0	0	1	0	0	0
RPN11	YFR004W	1	921	1	41.04	0	1	0	0	1	1	0	0	1	0
